"orderid","orderdate","month_order","year_order","customerid","shipperid","sales","costs","profit","quantity","discount","freight","product","category","supplier","supplier_country","employeename","hiredate","office","reports_to","title","year_salary","profit2"
10756,2011-07-23,7,2011,32,3,643.61,473.59,170.02,21,107.27,75.84,Deuce shirt,Babywear,New Balls,Australia,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,94.18
10756,2011-07-23,7,2011,32,3,177.84,120.04,57.80,20,29.64,75.84,Mehmet-Tröja,Babywear,ABC,Sweden,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,-18.04
10756,2011-07-23,7,2011,32,3,83.52,56.38,27.14,6,13.92,75.84,Cap,Sportwear,Hot Pants,UK,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,-48.70
10756,2011-07-23,7,2011,32,3,51.60,34.83,16.77,20,8.60,75.84,Racing Truck  Socks,Sportwear,Bar Åkeri,Norway,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,-59.07
10757,2011-07-23,7,2011,1,2,232.50,188.32,44.17,30,0.00,60.34,Baywatch Bikkini,Bath Clothes,Smooth Clothes,USA,Tom Lindwall,1995-11-22,2,"4",Sales Representative,61000,-16.16
10757,2011-07-23,7,2011,1,2,54.74,44.34,10.40,7,0.00,60.34,Rasta WCT,Sportwear,FrisersAfrong,France,Tom Lindwall,1995-11-22,2,"4",Sales Representative,61000,-49.94
10757,2011-07-23,7,2011,1,2,838.80,679.43,159.37,30,0.00,60.34,Sheat Shoes,Sportwear,Fast Runners,Canada,Tom Lindwall,1995-11-22,2,"4",Sales Representative,61000,99.03
10757,2011-07-23,7,2011,1,2,848.40,732.57,115.83,24,0.00,60.34,WFS shoes,Ladies´Footwear,Austerlich,Germany,Tom Lindwall,1995-11-22,2,"4",Sales Representative,61000,55.49
10758,2011-04-25,4,2011,32,3,577.40,499.84,77.56,20,0.00,33.57,Bike Helmet,Sportwear,Der Bahnhof,Germany,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,43.99
10758,2011-04-25,4,2011,32,3,4579.20,3709.15,870.05,60,0.00,33.57,Small Crocodile Boots,Ladies´Footwear,Cangaroo Shoes,Australia,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,836.48
10758,2011-04-25,4,2011,32,3,1230.00,996.30,233.70,40,0.00,33.57,US-Master Jeans,Men´s Clothes,New Balls,Australia,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,200.13
10759,2012-02-24,2,2012,2,2,198.50,160.79,37.72,10,0.00,31.10,Rossi Bikkini,Bath Clothes,Ravenna Fashion,Italy,Elvis Presley,1993-09-14,1,"",President,80000,6.61
10760,2011-09-27,9,2011,50,1,192.00,129.19,62.81,12,38.40,49.79,Basket Vest,Sportwear,Der Bahnhof,Germany,Joan Callins,1994-09-03,3,"2",Sales Manager,70000,13.02
10760,2011-09-27,9,2011,50,1,1592.00,1375.61,216.39,40,0.00,49.79,Tracksuit,Sportwear,Der Bahnhof,Germany,Joan Callins,1994-09-03,3,"2",Sales Manager,70000,166.60
10760,2011-09-27,9,2011,50,1,464.25,300.83,163.42,30,92.85,49.79,Summer Shorts,Bath Clothes,Asin Fashion Ltd Co,Singapore,Joan Callins,1994-09-03,3,"2",Sales Manager,70000,113.63
10761,2012-02-28,2,2012,19,2,622.56,403.42,219.14,35,124.51,74.71,Basket Vest,Sportwear,Der Bahnhof,Germany,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,144.43
10761,2012-02-28,2,2012,19,2,136.98,110.95,26.03,18,0.00,74.71,Bow tie,Men´s Clothes,Austerlich,Germany,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,-48.68
10762,2012-02-28,2,2012,80,3,875.20,708.91,166.29,16,0.00,76.47,Terence Top,Womens wear,Like Paradis,France,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,89.82
10762,2012-02-28,2,2012,80,3,703.50,569.84,133.66,30,0.00,76.47,Lundenhagen Boots,Men´s Footwear,Niemegen Boots,Netherlands,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,57.19
10762,2012-02-28,2,2012,80,3,2742.60,2221.51,521.09,28,0.00,76.47,Snake Boots,Men´s Footwear,Cangaroo Shoes,Australia,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,444.62
10762,2012-02-28,2,2012,80,3,2187.60,1771.96,415.64,60,0.00,76.47,High Heels Shoes,Ladies´Footwear,Pirilli Company,Italy,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,339.17
10763,2011-07-29,7,2011,23,1,423.60,343.12,80.48,40,0.00,75.34,Basket Shoes,Sportwear,Hot Pants,UK,Lennart Skoglund,1994-01-17,4,"4",Sales Representative,61200,5.14
10763,2011-07-29,7,2011,23,1,21.96,17.79,4.17,6,0.00,75.34,Ravellis Träskor,Ladies´Footwear,Goa Kläder,Sweden,Lennart Skoglund,1994-01-17,4,"4",Sales Representative,61200,-71.17
10763,2011-07-29,7,2011,23,1,87.40,70.79,16.61,20,0.00,75.34,Samba Socker  Socks,Men´s Clothes,Samba,Brazil,Lennart Skoglund,1994-01-17,4,"4",Sales Representative,61200,-58.73
10764,2012-02-29,2,2012,1,2,440.00,324.00,116.00,20,40.00,73.70,Chantell Shirt,Womens wear,Sunny Clothes,UK,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,42.30
10764,2012-02-29,2,2012,1,2,7797.79,5742.01,2055.78,130,708.89,73.70,Terence Top,Womens wear,Like Paradis,France,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,1982.08
10765,2012-02-29,2,2012,63,2,842.16,620.14,222.02,80,76.56,40.93,Stretch oui-pants,Womens wear,Big L,USA,Tom Lindwall,1995-11-22,2,"4",Sales Representative,61000,181.09
10766,2011-10-01,10,2011,56,2,788.00,677.60,110.40,40,0.00,40.63,Mr X Trousers,Men´s Clothes,Sunny Clothes,UK,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,69.77
10766,2011-10-01,10,2011,56,2,1318.80,1068.23,250.57,35,0.00,40.63,Conserve Shoes,Children´s wear,Dressed for Succes,USA,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,209.94
10766,2011-10-01,10,2011,56,2,464.40,376.16,88.24,40,0.00,40.63,Cap,Sportwear,Hot Pants,UK,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,47.61
10767,2012-03-01,3,2012,76,1,26.70,21.63,5.07,2,0.00,78.21,Balett Shoes,Ladies´Footwear,Asin Fashion Ltd Co,Singapore,Joan Callins,1994-09-03,3,"2",Sales Manager,70000,-73.14
10768,2011-07-04,7,2011,59,1,13.68,11.08,2.60,4,0.00,48.05,Ravellis Träskor,Ladies´Footwear,Goa Kläder,Sweden,Ingrid Hendrix,1995-10-17,3,"4",Sales Representative,61300,-45.45
10768,2011-07-04,7,2011,59,1,423.00,348.12,74.88,50,0.00,48.05,Rossi Bermuda Shorts,Bath Clothes,Ravenna Fashion,Italy,Ingrid Hendrix,1995-10-17,3,"4",Sales Representative,61300,26.83
10768,2011-07-04,7,2011,59,1,68.85,55.77,13.08,15,0.00,48.05,Game Over T-Shirt,Sportwear,FrisersAfrong,France,Ingrid Hendrix,1995-10-17,3,"4",Sales Representative,61300,-34.97
10768,2011-07-04,7,2011,59,1,381.12,308.71,72.41,12,0.00,48.05,Atles Lussekofta,Men´s Clothes,Bar Åkeri,Norway,Ingrid Hendrix,1995-10-17,3,"4",Sales Representative,61300,24.36
10769,2012-03-04,3,2012,19,2,283.19,218.46,64.73,30,13.48,44.92,Duck Shirt,Babywear,Mayflower,USA,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,19.81
10769,2012-03-04,3,2012,19,2,1284.41,990.83,293.58,15,61.16,44.92,Small Crocodile Boots,Ladies´Footwear,Cangaroo Shoes,Australia,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,248.66
10769,2012-03-04,3,2012,19,2,542.20,439.18,103.02,20,0.00,44.92,Adihash Running Shoe,Sportwear,Fast Runners,Canada,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,58.10
10769,2012-03-04,3,2012,19,2,462.45,374.58,87.87,15,0.00,44.92,Sheat Shoes,Sportwear,Fast Runners,Canada,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,42.95
10770,2012-03-05,3,2012,34,2,476.25,308.61,167.64,15,95.25,75.12,Desperado Jeans,Men´s Clothes,Los Hombres Machos,Spain,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,92.52
10771,2012-03-06,3,2012,20,1,486.88,394.37,92.51,16,0.00,69.82,Atles Lussekofta,Men´s Clothes,Bar Åkeri,Norway,Ingrid Hendrix,1995-10-17,3,"4",Sales Representative,61300,22.69
10772,2012-03-06,3,2012,44,2,2206.44,1787.22,419.22,18,0.00,22.82,Davenport,Men´s Footwear,Austerlich,Germany,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,396.40
10772,2012-03-06,3,2012,44,2,208.50,168.88,39.62,25,0.00,22.82,Rasta WCT,Sportwear,FrisersAfrong,France,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,16.80
10773,2011-08-07,8,2011,59,1,856.02,693.38,162.64,33,0.00,62.36,TieBreak Tennis shoes,Men´s Footwear,New Balls,Australia,Ingrid Hendrix,1995-10-17,3,"4",Sales Representative,61300,100.28
10773,2011-08-07,8,2011,59,1,761.88,514.27,247.61,70,126.98,62.36,Rossi Bermuda Shorts,Bath Clothes,Ravenna Fashion,Italy,Ingrid Hendrix,1995-10-17,3,"4",Sales Representative,61300,185.25
10773,2011-08-07,8,2011,59,1,61.82,41.73,20.09,7,10.30,62.36,Bow tie,Men´s Clothes,Austerlich,Germany,Ingrid Hendrix,1995-10-17,3,"4",Sales Representative,61300,-42.27
10774,2011-08-07,8,2011,24,2,19.70,12.77,6.93,2,3.94,36.46,Rossi Bermuda Shorts,Bath Clothes,Ravenna Fashion,Italy,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,-29.53
10774,2011-08-07,8,2011,24,2,923.00,747.63,175.37,50,0.00,36.46,Langoste Shirt,Womens wear,Big L,USA,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,138.91
10775,2012-03-08,3,2012,73,2,38.82,31.66,7.16,6,0.00,55.07,Sapporoo Gloves,Babywear,Nitsuchiba,Japan,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,-47.91
10775,2012-03-08,3,2012,73,2,171.03,138.53,32.50,3,0.00,55.07,X-Dress,Womens wear,Smooth Clothes,USA,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,-22.57
10776,2012-03-11,3,2012,17,2,133.56,110.56,23.00,16,6.36,45.01,Rossi Bermuda Shorts,Bath Clothes,Ravenna Fashion,Italy,Tom Lindwall,1995-11-22,2,"4",Sales Representative,61000,-22.01
10776,2012-03-11,3,2012,17,2,186.73,144.05,42.68,12,8.89,45.01,Balett Shoes,Ladies´Footwear,Asin Fashion Ltd Co,Singapore,Tom Lindwall,1995-11-22,2,"4",Sales Representative,61000,-2.33
10776,2012-03-11,3,2012,17,2,258.27,199.24,59.03,27,12.30,45.01,Danske Treshoe,Men´s Footwear,Prael Ltd,Denmark,Tom Lindwall,1995-11-22,2,"4",Sales Representative,61000,14.02
10776,2012-03-11,3,2012,17,2,11665.08,8998.78,2666.30,120,555.48,45.01,Snake Boots,Men´s Footwear,Cangaroo Shoes,Australia,Tom Lindwall,1995-11-22,2,"4",Sales Representative,61000,2621.29
10777,2012-03-11,3,2012,31,2,360.96,243.65,117.31,20,60.16,37.72,Balett Shoes,Ladies´Footwear,Asin Fashion Ltd Co,Singapore,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,79.59
10778,2012-03-12,3,2012,5,2,90.60,73.39,17.21,10,0.00,32.80,Duck Shirt,Babywear,Mayflower,USA,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,-15.59
10779,2011-08-12,8,2011,82,3,192.00,155.52,36.48,20,0.00,32.38,Wimbledon T-Shirt,Sportwear,New Balls,Australia,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,4.10
10779,2011-08-12,8,2011,82,3,604.60,502.31,102.29,20,0.00,32.38,Sheat Shoes,Sportwear,Fast Runners,Canada,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,69.91
10780,2012-03-12,3,2012,46,2,1005.90,814.78,191.12,35,0.00,23.35,US-Master Jeans,Men´s Clothes,New Balls,Australia,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,167.77
10780,2012-03-12,3,2012,46,2,186.45,151.02,35.43,15,0.00,23.35,Skirt,Womens wear,Austerlich,Germany,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,12.08
10781,2012-03-13,3,2012,44,2,136.19,91.93,44.26,3,22.70,25.14,Patamonia Fleece Jacket,Sportwear,Mountain International,Canada,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,19.12
10781,2012-03-13,3,2012,44,2,977.04,659.50,317.54,20,162.84,25.14,High Heels Shoes,Ladies´Footwear,Pirilli Company,Italy,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,292.40
10781,2012-03-13,3,2012,44,2,1043.70,845.40,198.30,35,0.00,25.14,Nikee Running Shoes,Children´s wear,Nitsuchiba,Japan,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,173.16
10782,2011-09-13,9,2011,12,2,8.19,6.63,1.56,1,0.00,42.38,Rossi Bermuda Shorts,Bath Clothes,Ravenna Fashion,Italy,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,-40.82
10783,2011-09-14,9,2011,34,2,81.60,66.10,15.50,10,0.00,67.56,Rossi Bermuda Shorts,Bath Clothes,Ravenna Fashion,Italy,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,-52.06
10783,2011-09-14,9,2011,34,2,372.25,313.80,58.45,5,0.00,67.56,Le Baby Dress,Womens wear,Like Paradis,France,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,-9.11
10784,2011-10-14,10,2011,49,1,238.20,192.94,45.26,30,0.00,39.12,Mehmet-Tröja,Babywear,ABC,Sweden,Lennart Skoglund,1994-01-17,4,"4",Sales Representative,61200,6.14
10784,2011-10-14,10,2011,49,1,141.04,99.34,41.70,2,18.40,39.12,Terence Top,Womens wear,Like Paradis,France,Lennart Skoglund,1994-01-17,4,"4",Sales Representative,61200,2.58
10784,2011-10-14,10,2011,49,1,387.44,272.89,114.55,30,50.53,39.12,Rossi Shorts,Bath Clothes,Ravenna Fashion,Italy,Lennart Skoglund,1994-01-17,4,"4",Sales Representative,61200,75.43
10785,2012-03-14,3,2012,33,2,64.20,52.00,12.20,10,0.00,60.35,Sapporoo Gloves,Babywear,Nitsuchiba,Japan,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,-48.15
10785,2012-03-14,3,2012,33,2,80.40,65.12,15.28,10,0.00,60.35,Bow tie,Men´s Clothes,Austerlich,Germany,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,-45.07
10786,2012-03-15,3,2012,62,2,662.40,447.12,215.28,30,110.40,27.74,Tuxedo,Womens wear,Dressed for Succes,USA,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,187.54
10786,2012-03-15,3,2012,62,2,503.46,339.84,163.62,15,83.91,27.74,Baby Dark Lounge Suit,Babywear,Executive Clothing GMBH,Germany,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,135.88
10786,2012-03-15,3,2012,62,2,352.80,238.14,114.66,42,58.80,27.74,Bow tie,Men´s Clothes,Austerlich,Germany,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,86.92
10787,2012-03-15,3,2012,73,2,301.30,251.15,50.14,15,14.35,23.04,Mr X Trousers,Men´s Clothes,Sunny Clothes,UK,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,27.11
10787,2012-03-15,3,2012,73,2,2642.01,2038.12,603.89,20,125.81,23.04,Davenport,Men´s Footwear,Austerlich,Germany,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,580.85
10788,2012-03-18,3,2012,63,2,499.27,385.15,114.12,50,23.77,69.96,Squash Shorts,Sportwear,Hot Pants,UK,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,44.16
10788,2012-03-18,3,2012,63,2,351.54,271.19,80.35,40,16.74,69.96,Bow tie,Men´s Clothes,Austerlich,Germany,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,10.39
10789,2011-09-18,9,2011,23,1,696.00,594.76,101.24,30,0.00,31.92,Deuce shirt,Babywear,New Balls,Australia,Lennart Skoglund,1994-01-17,4,"4",Sales Representative,61200,69.32
10789,2011-09-18,9,2011,23,1,87.90,71.20,16.70,15,0.00,31.92,LA. Shorts,Bath Clothes,Smooth Clothes,USA,Lennart Skoglund,1994-01-17,4,"4",Sales Representative,61200,-15.22
10789,2011-09-18,9,2011,23,1,572.10,463.40,108.70,30,0.00,31.92,Serve-Shirt,Womens wear,New Balls,Australia,Lennart Skoglund,1994-01-17,4,"4",Sales Representative,61200,76.78
10789,2011-09-18,9,2011,23,1,224.82,182.10,42.72,18,0.00,31.92,Cap,Sportwear,Hot Pants,UK,Lennart Skoglund,1994-01-17,4,"4",Sales Representative,61200,10.80
10790,2012-03-18,3,2012,31,2,134.21,94.53,39.68,3,17.50,73.17,Conserve Shoes,Children´s wear,Dressed for Succes,USA,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,-33.49
10790,2012-03-18,3,2012,31,2,838.12,590.33,247.79,20,109.32,73.17,High Heels Shoes,Ladies´Footwear,Pirilli Company,Italy,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,174.62
10791,2012-03-19,3,2012,25,2,1692.56,1305.69,386.87,14,80.60,47.97,Davenport,Men´s Footwear,Austerlich,Germany,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,338.90
10791,2012-03-19,3,2012,25,2,202.23,160.82,41.41,20,9.63,47.97,Duck Shirt,Babywear,Mayflower,USA,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,-6.56
10792,2011-10-19,10,2011,91,2,191.70,155.28,36.42,10,0.00,25.30,Mr X Trousers,Men´s Clothes,Sunny Clothes,UK,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,11.12
10792,2011-10-19,10,2011,91,2,113.70,92.10,21.60,3,0.00,25.30,Patamonia Fleece Jacket,Sportwear,Mountain International,Canada,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,-3.70
10792,2011-10-19,10,2011,91,2,189.90,153.82,36.08,15,0.00,25.30,Cap,Sportwear,Hot Pants,UK,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,10.78
10793,2012-03-20,3,2012,17,2,125.86,101.95,23.91,14,0.00,66.11,Duck Shirt,Babywear,Mayflower,USA,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,-42.20
10793,2012-03-20,3,2012,17,2,675.92,547.50,128.42,8,0.00,66.11,Small Crocodile Boots,Ladies´Footwear,Cangaroo Shoes,Australia,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,62.31
10794,2012-02-20,2,2012,19,2,432.00,291.60,140.40,15,72.00,64.91,Kool Sunglasses,Children´s wear,SatSUMAs,Japan,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,75.49
10794,2012-02-20,2,2012,19,2,239.40,161.60,77.81,6,39.90,64.91,Patamonia Fleece Jacket,Sportwear,Mountain International,Canada,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,12.89
10795,2011-09-20,9,2011,63,2,668.20,541.24,126.96,65,0.00,23.98,Wimbledon T-Shirt,Sportwear,New Balls,Australia,Tom Lindwall,1995-11-22,2,"4",Sales Representative,61000,102.98
10795,2011-09-20,9,2011,63,2,1029.88,667.36,362.52,35,205.97,23.98,TieBreak Tennis shoes,Men´s Footwear,New Balls,Australia,Tom Lindwall,1995-11-22,2,"4",Sales Representative,61000,338.54
10796,2012-09-22,9,2012,35,2,710.39,505.04,205.35,21,118.40,67.39,Bike Helmet,Sportwear,Der Bahnhof,Germany,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,137.96
10796,2012-09-22,9,2012,35,2,713.90,578.26,135.64,10,0.00,67.39,Okkaba Skin Jackets,Womens wear,Asin Fashion Ltd Co,Singapore,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,68.25
10796,2012-09-22,9,2012,35,2,1524.18,1028.82,495.36,35,254.03,67.39,WFS shoes,Ladies´Footwear,Austerlich,Germany,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,427.97
10796,2012-09-22,9,2012,35,2,60.77,41.02,19.75,24,10.13,67.39,Racing Truck  Socks,Sportwear,Bar Åkeri,Norway,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,-47.64
10797,2013-03-22,3,2013,17,2,584.20,473.20,111.00,20,0.00,79.24,Desperado Jeans,Men´s Clothes,Los Hombres Machos,Spain,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,31.76
10798,2012-08-23,8,2012,38,2,56.52,45.78,10.74,2,0.00,72.95,Sheat Shoes,Sportwear,Fast Runners,Canada,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,-62.21
10798,2012-08-23,8,2012,38,2,118.00,95.58,22.42,10,0.00,72.95,Rossi Shorts,Bath Clothes,Ravenna Fashion,Italy,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,-50.53
10799,2012-09-23,9,2012,39,2,532.91,375.35,157.56,20,69.51,38.38,Aino Shoes,Babywear,SatSUMAs,Japan,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,119.18
10799,2012-09-23,9,2012,39,2,105.11,74.03,31.08,20,13.71,38.38,Samba Socker  Socks,Men´s Clothes,Samba,Brazil,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,-7.30
10799,2012-09-23,9,2012,39,2,227.25,184.07,43.18,25,0.00,38.38,Rasta WCT,Sportwear,FrisersAfrong,France,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,4.80
10800,2013-03-23,3,2013,37,2,1600.50,1178.55,421.95,50,145.50,51.05,Desperado Jeans,Men´s Clothes,Los Hombres Machos,Spain,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,370.90
10800,2013-03-23,3,2013,37,2,1104.18,828.62,275.56,10,100.38,51.05,Snake Boots,Men´s Footwear,Cangaroo Shoes,Australia,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,224.51
10800,2013-03-23,3,2013,37,2,249.10,183.42,65.67,7,22.65,51.05,Patamonia Fleece Jacket,Sportwear,Mountain International,Canada,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,14.63
10801,2013-03-26,3,2013,8,1,1247.00,808.06,438.94,40,249.40,74.91,TieBreak Tennis shoes,Men´s Footwear,New Balls,Australia,Joan Callins,1994-09-03,3,"2",Sales Manager,70000,364.03
10801,2013-03-26,3,2013,8,1,3298.50,2137.43,1161.07,20,659.70,74.91,Davenport,Men´s Footwear,Austerlich,Germany,Joan Callins,1994-09-03,3,"2",Sales Manager,70000,1086.16
10802,2012-12-26,12,2012,73,2,812.19,574.14,238.05,25,162.44,74.76,Baby Dark Lounge Suit,Babywear,Executive Clothing GMBH,Germany,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,163.29
10802,2012-12-26,12,2012,73,2,4031.63,2612.49,1419.13,30,806.33,74.76,Snake Boots,Men´s Footwear,Cangaroo Shoes,Australia,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,1344.38
10802,2012-12-26,12,2012,73,2,2872.50,1861.38,1011.12,60,574.50,74.76,Feiss Fleece Trousers,Sportwear,Mountain International,Canada,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,936.36
10802,2012-12-26,12,2012,73,2,175.31,114.08,61.23,5,35.06,74.76,Sheat Shoes,Sportwear,Fast Runners,Canada,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,-13.53
10803,2013-03-27,3,2013,73,2,233.86,180.40,53.45,24,11.14,36.49,Squash Shorts,Sportwear,Hot Pants,UK,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,16.97
10803,2013-03-27,3,2013,73,2,223.18,172.17,51.01,15,10.63,36.49,Basket Vest,Sportwear,Der Bahnhof,Germany,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,14.52
10803,2013-03-27,3,2013,73,2,130.10,100.36,29.74,15,6.20,36.49,Rasta WCT,Sportwear,FrisersAfrong,France,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,-6.75
10804,2012-04-26,4,2012,19,2,255.60,207.04,48.56,36,0.00,25.71,Sapporoo Gloves,Babywear,Nitsuchiba,Japan,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,22.85
10804,2012-04-26,4,2012,19,2,1090.32,883.16,207.16,24,0.00,25.71,RDL Suit,Children´s wear,Austerlich,Germany,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,181.45
10804,2012-04-26,4,2012,19,2,86.71,61.07,25.64,4,11.31,25.71,Finnish Sport Blades,Sportwear,Nordik Koskenkorva,Finland,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,-0.07
10805,2012-06-27,6,2012,23,1,77.00,62.37,14.63,10,0.00,53.70,Baywatch Bikkini,Bath Clothes,Smooth Clothes,USA,Lennart Skoglund,1994-01-17,4,"4",Sales Representative,61200,-39.07
10805,2012-06-27,6,2012,23,1,848.90,687.61,161.29,10,0.00,53.70,Le Baby Dress,Womens wear,Like Paradis,France,Lennart Skoglund,1994-01-17,4,"4",Sales Representative,61200,107.59
10806,2013-03-28,3,2013,84,1,476.50,308.77,167.73,20,95.30,38.16,Mr X Trousers,Men´s Clothes,Sunny Clothes,UK,Joan Callins,1994-09-03,3,"2",Sales Manager,70000,129.57
10806,2013-03-28,3,2013,84,1,18.94,15.34,3.60,2,0.00,38.16,Stretch oui-pants,Womens wear,Big L,USA,Joan Callins,1994-09-03,3,"2",Sales Manager,70000,-34.56
10806,2013-03-28,3,2013,84,1,540.56,350.28,190.28,15,108.11,38.16,Nikee Running Shoes,Children´s wear,Nitsuchiba,Japan,Joan Callins,1994-09-03,3,"2",Sales Manager,70000,152.12
10807,2012-09-28,9,2012,27,1,20.11,17.41,2.70,1,0.00,47.88,Duck Trousers,Babywear,Mayflower,USA,Lennart Skoglund,1994-01-17,4,"4",Sales Representative,61200,-45.18
